158;188;104
119;118;172
79;88;109
104;195;118
59;149;125
200;77;184
200;69;142
68;194;85
127;158;84
109;184;114
125;130;187
130;73;120
102;155;115
120;153;150
124;92;174
104;110;56
152;109;143
171;192;174
105;183;144
200;175;154
53;56;150
98;110;94
124;107;135
98;129;174
83;181;121
88;101;124
141;181;140
60;92;60
101;131;172
89;105;156
95;74;173
78;200;114
174;130;129
198;67;126
150;103;148
146;59;198
102;151;124
67;130;96
180;128;64
163;64;174
79;76;138
66;165;121
175;194;172
103;109;143
83;148;121
181;152;80
186;110;92
180;84;196
130;121;82
69;130;82
74;105;143
183;165;116
84;187;133
99;153;62
54;189;165
155;99;187
65;148;165
136;180;174
156;189;130
163;142;162
50;88;141
78;136;62
65;134;121
200;85;89
78;113;98
145;72;131
200;114;129
123;127;157
77;114;72
119;67;198
160;96;98
152;119;155
168;96;157
199;104;75
130;159;186
66;106;71
55;174;79
80;162;67
72;129;168
117;59;176
197;110;169
92;78;61
175;116;97
87;173;95
67;157;128
83;124;108
189;89;176
128;132;187
128;149;182
70;67;143
104;131;58
110;182;68
104;149;85
71;151;163
63;98;140
64;78;97
175;70;50
156;136;183
142;148;71
119;50;171
195;79;62
183;181;123
138;156;176
93;51;187
127;71;179
112;110;192
64;190;79
198;127;53
181;116;62
50;133;200
67;161;100
162;176;120
87;110;200
114;126;80
100;198;127
158;52;123
195;168;194
172;133;147
199;133;96
80;92;152
164;70;125
99;150;125
122;56;120
189;199;65
136;130;137
163;140;81
91;68;103
197;120;91
54;101;159
106;115;155
62;59;122
173;86;60
121;193;139
169;109;110
164;188;82
142;110;186
73;128;193
114;110;179
54;65;64
169;68;171
90;173;178
147;139;75
115;130;85
56;179;64
111;59;137
109;194;169
135;154;116
114;66;102
198;164;107
149;96;95
118;65;53
196;146;83
142;119;129
53;84;93
122;177;86
167;156;57
128;131;132
70;69;151
152;146;82
52;121;116
75;79;98
145;57;146
166;175;75
54;71;141
97;145;106
143;162;135
99;67;53
186;61;52
139;110;94
75;81;124
87;151;72
108;127;171
78;142;180
169;199;173
146;100;135
200;193;195
105;193;183
93;54;126
58;83;55
107;72;86
69;61;115
149;110;179
174;85;83
63;175;106
180;146;124
101;177;155
88;64;139
178;166;111
94;141;149
136;105;67
118;109;108
130;120;185
141;163;105
158;143;173
82;74;116
105;169;97
126;73;135
177;112;57
146;152;127
173;55;71
136;67;95
128;88;50
197;142;150
130;188;140
113;152;107
144;69;182
109;66;104
175;145;91
114;79;62
89;177;107
177;141;140
55;100;199
163;151;143
60;102;198
170;137;162
138;168;78
183;101;63
66;64;186
106;178;128
77;193;138
110;82;185
106;153;189
138;92;145
178;67;93
90;58;120
50;60;51
160;152;142
89;92;153
96;135;185
51;93;84
198;148;197
136;191;105
103;128;118
51;163;167
198;165;110
190;169;95
130;199;51
171;130;92
68;63;96
190;120;120
111;181;102
150;137;118
118;197;119
161;158;101
174;121;77
69;110;124
121;152;110
194;99;97
143;140;137
85;148;83
167;80;168
104;113;170
189;66;160
91;85;121
102;158;62
51;53;75
70;186;94
153;187;172
98;67;115
165;172;71
141;163;198
83;71;188
74;78;112
154;171;116
154;192;173
113;136;150
104;189;115
111;85;90
139;187;192
185;115;70
106;132;99
187;184;183
50;174;195
133;72;71
115;114;69
134;87;81
134;52;151
156;115;93
103;84;148
172;169;154
183;115;157
155;193;148
93;185;143
75;57;71
161;197;147
154;179;116
70;163;99
63;52;54
169;142;87
171;112;67
126;192;50
89;82;140
136;188;61
130;166;63
105;102;150
180;183;153
127;106;125
154;192;114
126;156;198
86;74;88
190;147;194
109;68;170
196;121;184
168;183;77
52;167;200
183;171;84
135;84;111
58;113;141
144;104;140
64;126;196
167;75;162
155;188;179
163;147;200
198;118;92
130;71;99
148;152;61
106;116;76
150;175;160
153;190;163
111;98;112
178;113;107
59;121;123
143;76;200
148;182;160
137;107;173
119;152;135
138;152;124
197;73;95
118;189;143
97;164;99
153;81;121
147;137;100
175;90;74
77;73;188
188;141;101
151;145;119
165;54;145
91;77;185
178;90;147
187;140;185
52;104;135
98;197;198
102;90;79
178;123;167
88;120;186
78;135;155
132;192;56
151;78;52
100;114;87
197;117;91
92;167;83
159;171;74
100;66;128
71;95;95
64;194;52
192;58;153
108;198;159
181;72;177
77;107;147
87;128;82
125;108;185
111;108;57
72;80;159
97;96;107
129;81;83
76;173;197
91;144;174
151;184;146
117;89;195
93;135;135
133;113;192
109;58;63
175;199;114
81;164;67
100;73;53
83;192;105
63;132;196
163;188;148
92;194;54
153;130;174
84;58;109
83;70;58
108;131;85
177;187;90
75;61;54
183;129;156
74;132;164
147;79;146
197;110;108
97;90;54
149;66;55
152;171;171
199;76;55
164;104;160
138;160;167
179;168;186
79;100;101
52;169;114
155;165;97
150;156;84
79;161;53
78;78;149
161;155;108
125;64;128
149;139;84
64;88;115
133;180;81
83;134;60
152;118;77
129;133;156
85;97;136
164;108;56
57;188;169
169;158;190
59;75;179
81;95;122
143;108;158
99;115;170
86;110;74
80;142;124
109;109;150
105;73;135
131;136;52
115;157;174
100;109;122
134;199;162
90;127;64
196;130;164
85;164;62
51;87;167
86;129;196
91;160;54
75;144;78
119;166;156
160;169;150
166;145;90
183;133;158
83;97;168
67;118;95
127;56;105
88;77;184
174;158;169
173;173;67
115;63;125
146;81;111
94;51;187
77;75;100
92;61;51
157;200;126
187;141;75
195;64;128
163;99;197
183;112;137
186;133;96
96;54;122
133;182;89
188;125;89
171;122;126
134;200;177
118;163;134
67;167;168
154;180;170
75;120;132
188;192;163
50;51;80
63;177;97
152;89;120
148;136;183
84;189;101
81;81;183
75;89;90
187;76;179
107;118;194
198;158;55
84;172;52
168;73;162
197;189;82
91;174;165
101;150;78
179;193;50
194;200;150
179;147;142
167;90;185
176;74;128
117;63;92
124;105;131
155;190;178
92;64;170
102;91;118
79;159;144
152;93;136
188;126;158
182;142;160
120;108;140
142;108;95
74;85;158
195;181;157
63;183;159
138;154;141
56;183;155
90;182;104
146;64;152
69;181;146
77;179;102
157;120;70
88;156;172
74;53;134
168;62;144
159;198;105
194;83;80
185;75;134
111;144;126
150;60;130
56;186;143
135;145;53
57;123;51
113;87;166
87;91;61
116;165;146
185;149;155
136;185;199
131;68;179
92;148;196
79;134;62
66;85;175
58;144;195
93;140;126
124;57;127
55;74;137
150;182;146
178;195;199
159;165;69
146;130;139
123;200;176
96;178;187
85;197;59
195;60;70
150;183;115
52;172;133
199;111;103
109;141;151
102;199;135
178;179;155
118;112;128
53;69;62
133;193;110
152;162;196
91;171;190
152;187;137
53;54;131
102;197;140
106;187;138
66;142;182
116;52;194
198;94;171
85;108;200
85;166;179
139;69;128
127;112;194
107;163;86
141;69;186
98;174;167
57;157;106
138;60;136
198;99;156
192;129;104
117;96;169
132;198;121
131;159;65
190;63;180
54;186;158
200;142;142
90;118;127
155;131;65
98;188;90
93;66;73
114;169;105
129;60;85
161;96;92
159;89;67
140;166;50
126;131;90
177;136;98
176;185;157
83;97;127
56;183;161
76;116;69
179;71;177
144;100;74
150;90;177
126;59;123
112;141;86
186;120;106
52;166;161
200;121;125
144;177;149
139;162;113
79;83;75
169;73;96
143;174;195
193;174;149
116;182;86
110;101;157
126;79;139
117;180;176
116;82;144
85;55;78
169;161;52
96;83;194
178;56;113
190;110;151
148;147;50
77;61;122
80;157;170
134;152;116
163;158;149
124;83;110
192;119;118
91;146;67
115;189;181
124;54;125
99;177;69
157;96;65
65;164;193
198;98;74
91;192;120
106;179;171
189;133;143
187;169;94
172;198;75
106;195;61
61;129;119
120;130;59
135;200;193
193;187;157
200;118;184
91;128;164
72;98;105
61;85;195
182;137;59
93;173;122
87;84;193
78;125;180
167;161;78
140;164;136
183;182;73
65;92;112
187;85;139
112;52;73
195;80;124
180;86;89
110;138;190
141;129;79
145;106;114
194;142;169
177;193;114
102;182;110
68;104;91
125;111;172
112;133;157
64;123;70
196;60;170
70;66;90
66;186;185
154;87;148
123;189;161
73;150;105
107;190;100
151;146;59
107;119;52
60;91;106
98;60;109
159;160;55
191;136;197
195;188;87
140;149;162
163;179;161
200;198;58
163;108;89
114;114;118
141;186;94
64;72;96
190;166;159
163;120;109
107;70;71
71;51;126
68;151;164
78;111;126
180;152;91
113;150;65
81;104;194
191;61;143
63;183;95
118;165;146
171;160;50
99;116;86
148;171;99
152;189;80
67;50;190
163;137;79
50;148;97
116;101;194
82;75;143
185;193;92
60;133;118
151;106;105
88;189;76
136;100;185
189;114;188
199;144;128
101;56;135
169;75;126
60;57;135
73;185;90
143;90;78
86;103;168
61;171;138
70;115;66
68;170;111
64;123;94
86;194;114
116;134;136
182;51;193
61;96;99
143;96;185
63;148;138
112;71;109
86;104;173
182;164;55
80;63;150
126;91;92
148;199;188
176;67;180
75;183;86
64;188;68
112;81;170
70;130;129
152;162;169
51;109;77
139;75;60
157;120;183
167;171;98
200;99;173
71;155;111
183;138;146
186;91;147
139;130;100
52;73;183
108;90;53
59;107;121
68;85;150
108;74;180
149;69;59
94;197;118
160;133;119
82;145;181
158;181;81
61;118;122
114;180;158
154;82;138
106;110;174
195;195;89
174;188;87
194;161;195
183;183;139
86;105;145
73;130;186
67;172;112
102;167;102
52;149;55
138;148;83
159;104;53
65;102;186
50;178;63
68;58;130
161;93;138
58;59;191
199;142;109
184;108;110
178;149;160
108;71;143
196;187;117
198;168;89
175;151;169
168;88;65
159;61;193
83;185;179
117;101;177
71;107;193
142;142;133
124;145;180
69;85;191
134;182;180
82;111;73
113;148;128
84;155;132
87;150;112
127;61;85
57;128;106
126;99;91
50;189;89
116;198;131
98;110;164
114;129;113
137;181;91
115;133;63
140;75;198
150;115;129
127;187;136
115;151;157
111;56;129
181;51;84
154;184;146
103;148;89
101;66;78
78;132;62
93;118;85
136;71;51
152;141;162
106;100;79
166;113;190
82;176;59
71;135;76
197;159;175
195;183;181
82;63;195
80;132;125
157;125;140
130;115;76
111;190;98
78;77;181
172;129;87
151;172;189
130;88;175
57;132;135
108;105;89
111;180;51
51;66;122
71;83;112
96;174;96
96;135;113
155;92;184
184;73;65
102;189;191
111;134;103
177;176;51
191;75;154
183;121;99
198;63;116
92;187;91
184;106;128
75;87;165
197;102;53
93;189;61
150;110;126
72;133;63
191;165;110
121;148;82
151;165;174
110;60;75
190;118;141
197;185;109
168;173;148
185;60;53
145;137;164
174;174;169
170;192;114
133;187;56
149;65;109
130;102;156
181;117;67
92;96;99
179;136;54
178;70;108
162;82;76
64;123;92
102;50;159
127;77;100
93;171;198
95;188;185
144;158;198
53;193;163
79;170;71
90;182;196
92;171;98
149;67;185
120;107;182
69;136;63
197;94;141
179;185;153
68;183;87
157;199;80
174;169;89
111;97;59
96;75;193
111;115;76
81;166;102
62;167;90
105;197;103
179;172;94
103;186;171
139;98;151
172;92;77
160;163;179
191;133;107
61;198;123
135;58;124
173;180;153
77;145;132
185;115;88
169;129;105
63;105;190
66;137;186
189;146;118
92;139;102
57;169;66
187;122;120
138;180;170
65;126;190
134;158;110
151;166;105
167;197;145
69;117;62
154;91;133
89;105;186
54;80;73
182;87;94
115;131;113
137;59;83
108;60;87
191;161;57
161;54;140
197;103;56
96;85;160
137;81;110
93;91;188
197;173;91
110;160;93
173;158;166
118;137;98
184;130;148
62;174;136
163;124;102
64;185;104
106;67;109
53;155;58
109;135;139
170;159;76
78;165;184
162;155;108
137;62;124
187;105;181
133;199;92
57;172;171
119;148;118
67;145;180
192;64;73
162;78;104
94;63;152
58;134;135
94;87;182
127;156;103
150;67;126
160;175;191
177;66;192
104;168;171
189;175;169
131;131;108
144;170;150
51;151;172
72;167;189
151;179;102
72;56;174
79;115;133
151;197;151
182;200;143
195;57;162
170;188;108
50;159;136
83;183;82
190;94;113
52;60;176
177;168;191
93;159;186
184;116;107
62;68;62
171;174;186
200;144;54
150;193;138
120;80;98
119;177;90
131;79;77
153;121;91
95;177;57
198;199;139
141;112;87
112;148;65
88;86;192
101;193;67
92;97;104
131;108;181
98;149;65
102;141;97
113;52;153
184;52;178
102;186;89
120;180;99
160;79;97
175;172;143
117;71;165
75;55;181
121;137;82
198;84;171
105;186;176
101;131;174
51;84;155
133;62;119
101;140;66
189;139;135
198;63;52
113;62;102
168;169;185
161;75;140
157;116;189
157;84;92
130;62;134
195;73;179
131;147;164
156;124;140
91;74;196
50;96;148
156;133;70
91;127;140
133;150;143
144;153;173
199;196;117
168;78;105
116;55;76
157;189;164
178;91;99
118;188;63
141;59;119
96;59;93
189;175;60
105;141;150
137;108;95
148;72;183
149;194;162
175;78;198
128;174;166
149;167;178
190;152;145
74;137;91
112;64;94
133;184;161
73;67;171
65;131;187
50;190;155
167;139;169
98;170;189
176;58;186
178;161;126
57;94;93
169;113;182
116;109;147
74;196;173
170;61;103
91;73;164
195;132;70
103;155;118
145;197;162
177;84;133
124;123;98
52;83;91
50;133;108
63;101;146
122;72;87
86;196;187
56;82;117
182;158;132
162;59;103
180;133;166
52;169;65
133;126;62
59;182;100
181;68;178
96;65;80
100;84;71
173;114;81
150;139;56
80;158;81
184;166;97
148;78;174
58;78;57
103;105;186
57;166;161
151;195;100
182;84;164
171;95;195
55;86;66
104;152;140
129;194;189
102;86;146
192;107;142
50;85;165
157;200;187
117;156;166
82;80;127
158;141;94
183;145;111
79;60;51
79;71;110
197;136;55
125;103;57
167;197;158
79;174;117
101;162;104
104;104;137
76;189;165
126;103;75
160;116;58
61;64;182
60;112;200
147;103;83
171;144;124
61;78;182
89;102;114
175;162;126
183;57;164
131;159;76
65;139;197
154;105;171
120;173;146
156;122;61
183;117;84
183;70;187
162;184;125
179;200;169
83;190;157
134;83;144
187;153;123
92;198;132
58;164;53
92;55;129
51;166;93
71;141;107
59;174;124
90;90;100
71;102;164
110;169;183
195;91;182
100;80;184
112;66;194
85;124;149
137;76;58
64;72;183
54;67;132
176;181;77
143;68;145
135;78;182
168;123;61
170;108;170
126;107;155
53;71;132
187;79;152
101;81;148
105;72;129
72;167;70
69;187;197
110;165;92
60;57;200
184;174;178
169;149;59
104;156;78
106;122;190
59;111;61
186;162;72
138;71;50
135;193;154
80;67;63
85;182;68
63;179;79
125;74;127
75;97;122
73;185;161
95;106;118
109;73;103
57;169;94
53;177;70
63;89;109
57;157;172
55;159;182
178;188;153
66;193;144
194;184;101
156;146;128
67;83;102
115;90;171
178;61;131
74;176;169
95;196;87
136;126;187
155;97;132
138;176;119
158;119;92
85;94;172
143;137;85
60;103;66
143;119;200
178;70;74
131;146;101
197;103;179
144;55;171
176;156;99
95;168;106
197;87;109
